GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
1	GO:0051049	2.34978355010425e-07	3.00570122808931	14.6624114341559	36	1727	regulation of transport	ACTN2;ACVR1C;AKAP5;ARPP19;ATP1A1;BCL2;CCK;CLIC3;CRHBP;DRD1;FGF11;FXYD7;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNV1;NEFH;NMB;NOX1;OPRK1;PTGS2;RAB15;RAB26;RBP4;RGCC;SCN3B;SCN4B;SLC17A7;SLC35D3;SOX11;SSTR4;SSTR5;TAC1;TRPC3	0.000394141773837542
2	GO:0043269	2.52170040842957e-07	4.2393484683564	5.73082091375519	21	675	regulation of ion transport	ACTN2;ATP1A1;BCL2;CCK;CLIC3;CRHBP;DRD1;FGF11;FXYD7;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNV1;NOX1;PTGS2;SCN3B;SCN4B;SSTR4;TRPC3	0.000394141773837542
3	GO:0007610	7.10260582972781e-07	4.28842272202999	5.06859271927681	19	597	behavior	BCL2;BRINP1;CCK;CRHBP;DRD1;DRD5;EGR1;GLS;ID2;MRAP2;NPAS2;OPRK1;PTGS2;RASD2;SLC17A7;SLC24A2;STRN;TAC1;USP2	0.000692976300308167
4	GO:0006811	1.24358654090609e-06	2.89532252657791	13.6605790373809	33	1609	ion transport	ACTN2;ANO3;ATP1A1;BCL2;CCK;CLIC3;CRHBP;DRD1;FGF11;FXYD7;GABRD;GLS;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNT2;KCNV1;NMB;NOX1;PTGS2;SCN3B;SCN4B;SLC17A7;SLC24A2;SLC25A30;SLC35D3;SLC6A17;SLC7A8;SLCO1A2;SSTR4;TRPC3	0.000692976300308167
5	GO:0098660	1.31094921282895e-06	3.67571134912907	6.89396530662106	22	812	inorganic ion transmembrane transport	ACTN2;ANO3;ATP1A1;CLIC3;DRD1;FGF11;FXYD7;GABRD;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNT2;KCNV1;SCN3B;SCN4B;SLC17A7;SLC24A2;SLC25A30;SLC6A17;TRPC3	0.000692976300308167
6	GO:0015672	1.4970018763945e-06	4.45816673330668	4.32146347422429	17	509	monovalent inorganic cation transport	ACTN2;ATP1A1;DRD1;FGF11;FXYD7;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNT2;KCNV1;SCN3B;SCN4B;SLC17A7;SLC24A2;SLC6A17	0.000692976300308167
7	GO:0034220	1.74590125172756e-06	3.23790272881899	9.36458587832885	26	1103	ion transmembrane transport	ACTN2;ANO3;ATP1A1;CLIC3;CRHBP;DRD1;FGF11;FXYD7;GABRD;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNT2;KCNV1;NOX1;SCN3B;SCN4B;SLC17A7;SLC24A2;SLC25A30;SLC35D3;SLC6A17;SLC7A8;TRPC3	0.000692976300308167
8	GO:0032879	1.77345182420516e-06	2.5009993799765	22.5242487173223	45	2653	regulation of localization	ACTN2;ACVR1C;AKAP5;AKT3;ARPP19;ATP1A1;BCL2;CCK;CLIC3;CRHBP;DRD1;FGF11;FITM1;FXYD7;GADD45A;GCNT2;IFITM1;KCNA4;KCNH3;KCNH7;KCNIP2;KCNJ2;KCNV1;MRAP2;NEFH;NEXN;NMB;NOX1;OPRK1;PRKCH;PTGS2;RAB15;RAB26;RBP4;RGCC;SCN3B;SCN4B;SH3RF2;SLC17A7;SLC35D3;SOX11;SSTR4;SSTR5;TAC1;TRPC3	0.000692976300308167
9	GO:0001963	2.33879318755939e-06	28.8059701492537	0.220742731492793	5	26	synaptic transmission, dopaminergic	CRHBP;DRD1;DRD5;PTGS2;RASD2	0.000812340833812293
10	GO:0042391	2.95343628308904e-06	4.71565628476085	3.57433422917176	15	421	regulation of membrane potential	ACTN2;ATP1A1;BCL2;CCK;DRD1;GABRD;KCNH3;KCNH7;KCNIP2;KCNJ2;NRCAM;SCN3B;SCN4B;SLC17A7;TAC1	0.000923244182093635
