GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	padj
1	GO:0003954	2.08778738284508e-26	41.972071815332	2.28987839771102	28	39	NADH dehydrogenase activity	NDUFA1;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFAB1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB8;NDUFB9;NDUFC1;NDUFC2-KCTD14;NDUFC2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFV2	9.08883440665224e-24
2	GO:0008137	2.08778738284508e-26	41.972071815332	2.28987839771102	28	39	NADH dehydrogenase (ubiquinone) activity	NDUFA1;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFAB1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB8;NDUFB9;NDUFC1;NDUFC2-KCTD14;NDUFC2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFV2	9.08883440665224e-24
3	GO:0050136	2.08778738284508e-26	41.972071815332	2.28987839771102	28	39	NADH dehydrogenase (quinone) activity	NDUFA1;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFAB1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB8;NDUFB9;NDUFC1;NDUFC2-KCTD14;NDUFC2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFV2	9.08883440665224e-24
4	GO:0016655	9.98514787243793e-21	17.7405353267422	3.1706008583691	28	54	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	NDUFA1;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFAB1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB8;NDUFB9;NDUFC1;NDUFC2-KCTD14;NDUFC2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFV2	3.26015078035098e-18
5	GO:0016651	5.34140856688328e-16	7.88034643153592	5.81276824034335	32	99	oxidoreductase activity, acting on NAD(P)H	GSR;MICAL2;NDUFA1;NDUFA12;NDUFA13;NDUFA2;NDUFA3;NDUFA4;NDUFA5;NDUFA6;NDUFA7;NDUFA8;NDUFAB1;NDUFB1;NDUFB10;NDUFB2;NDUFB3;NDUFB4;NDUFB5;NDUFB6;NDUFB8;NDUFB9;NDUFC1;NDUFC2-KCTD14;NDUFC2;NDUFS3;NDUFS4;NDUFS5;NDUFS7;NDUFV2;NOS2;TXNDC17	1.39517591766991e-13
6	GO:0015077	8.25545144630492e-13	3.24589703876321	21.3134835479256	59	363	monovalent inorganic cation transmembrane transporter activity	ASIC2;ATP5F1D;ATP5F1E;ATP5MC3;ATP5PD;ATP5PF;ATP5MF;ATP5MGL;ATP5MG;ATP5PO;ATP6V0C;ATP6V0E2;ATP6V1E1;ATP6V1F;ATP6V1G2;COX4I1;COX5A;COX5B;COX6B1;COX6C;COX7A2;COX7A2L;COX7B;COX8A;KCNAB3;KCNB1;KCNC2;KCNC4;KCNG1;KCNIP1;KCNIP2;KCNIP3;KCNIP4;KCNK1;KCNK12;KCNK2;KCNK7;KCNK9;KCNMB4;KCNS2;KCNT2;KCNV1;NDUFA4;NDUFA4L2;SCN1B;SCN2B;SCN3B;SCN4B;SLC17A7;SLC18A2;SLC24A2;SLC24A3;SLC4A10;SLC5A7;SLC6A7;SLC8A2;SLC8A3;SNAP25;TMEM38A	1.7969365981457e-10
7	GO:0046933	8.01205442346452e-12	Inf	0.52843347639485	9	9	proton-transporting ATP synthase activity, rotational mechanism	ATP5F1D;ATP5F1E;ATP5MC3;ATP5PD;ATP5PF;ATP5MF;ATP5MG;ATP5PO;ATP6V0C	1.49482043957781e-09
8	GO:0009055	1.21242211346881e-10	5.60603150211295	5.98891273247496	26	102	electron transfer activity	AKR1A1;COX4I1;COX5A;COX5B;COX6B1;COX6C;COX7A2;COX7A2L;COX7B;COX8A;CYCS;GLRX3;GLRX5;GPX2;GSR;NDUFA12;NDUFA4;NDUFA4L2;NDUFS3;NDUFV2;SDHD;SH3BGRL3;UQCR11;UQCRH;UQCRHL;UQCRQ	1.97927910023783e-08
9	GO:0016247	2.52094563588619e-09	4.24659107890018	8.27879113018598	29	141	channel regulator activity	AMIGO1;ARPP19;CACNB3;CACNG2;CACNG5;CALM2;CHP1;DPP10;ENSA;FGF12;FGF13;FKBP1B;FXYD6;KCNAB3;KCNIP1;KCNIP2;KCNIP3;KCNIP4;KCNMB4;KCNV1;LYNX1;NEDD4L;PRKCZ;SCN1B;SCN2B;SCN3B;SCN4B;STX8;VTI1B	3.65817222274151e-07
10	GO:0015078	3.67106657550461e-09	4.81188725490196	6.45863137815928	25	110	proton transmembrane transporter activity	ATP5F1D;ATP5F1E;ATP5MC3;ATP5PD;ATP5PF;ATP5MF;ATP5MGL;ATP5MG;ATP5PO;ATP6V0C;ATP6V0E2;ATP6V1E1;ATP6V1F;ATP6V1G2;COX4I1;COX5A;COX5B;COX6B1;COX6C;COX7A2;COX7A2L;COX7B;COX8A;NDUFA4;NDUFA4L2	4.79441294760902e-07
